epoch,flops,step,train_value_accuracy,train_value_loss
0,8934400.0,4,0.75,1.0865964889526367
0,17868800.0,9,0.84375,1.0269755125045776
0,26803200.0,14,0.6875,1.0446869134902954
0,35737600.0,19,0.6875,1.0333364009857178
0,44672000.0,24,0.59375,1.0091511011123657
0,53606400.0,29,0.875,0.8883331418037415
0,62540800.0,34,0.84375,0.9428595900535583
0,71475200.0,39,0.8125,0.8813449740409851
0,80409600.0,44,0.8125,0.9396188855171204
0,89344000.0,49,0.6875,0.9908181428909302
0,98278400.0,54,0.71875,0.9429321885108948
0,107212800.0,59,0.71875,0.947328507900238
0,116147200.0,64,0.6875,0.9434205293655396
0,125081600.0,69,0.78125,0.9351124167442322
0,134016000.0,74,0.71875,0.9552534818649292
0,142950400.0,79,0.78125,0.9427174925804138
0,151884800.0,84,0.6875,1.0291755199432373
0,160819200.0,89,0.71875,0.9823660850524902
0,169753600.0,94,0.71875,0.9204303622245789
0,178688000.0,99,0.625,1.0780400037765503
0,187622400.0,104,0.8125,0.8997827172279358
0,196556800.0,109,0.71875,0.9341142177581787
0,205491200.0,114,0.75,0.9331089854240417
0,214425600.0,119,0.8125,0.9296730756759644
0,223360000.0,124,0.8125,0.9428234100341797
0,232294400.0,129,0.75,0.9737696647644043
0,241228800.0,134,0.78125,0.9553172588348389
0,250163200.0,139,0.8125,0.9565346240997314
0,259097600.0,144,0.78125,0.8796426057815552
0,268032000.0,149,0.84375,0.9128351807594299
0,276966400.0,154,0.75,0.9741439819335938
0,285900800.0,159,0.96875,0.8373953104019165
0,294835200.0,164,0.65625,0.9671531915664673
0,303769600.0,169,0.78125,0.9418521523475647
0,312704000.0,174,0.71875,0.9255417585372925
0,321638400.0,179,0.8125,0.8937389850616455
0,330572800.0,184,0.8125,0.8605796098709106
0,339507200.0,189,0.84375,0.8825032711029053
0,348441600.0,194,0.78125,0.9266886711120605
0,357376000.0,199,0.8125,0.871739387512207
0,366310400.0,204,0.8125,0.9278980493545532
0,375244800.0,209,0.5625,1.0682406425476074
0,384179200.0,214,0.71875,0.9943323135375977
0,393113600.0,219,0.71875,0.9410573244094849
0,402048000.0,224,0.71875,0.9661880731582642
