epoch,flops,step,train_value_loss
0,12234240.0,29,1.0808664560317993
0,24468480.0,59,0.9785603880882263
0,36702720.0,89,0.9781934022903442
0,48936960.0,119,0.9697438478469849
0,61171200.0,149,1.017707347869873
0,73405440.0,179,0.9541308879852295
0,85639680.0,209,0.9091207981109619
0,97873920.0,239,0.9684901833534241
0,110108160.0,269,0.9997276067733765
0,122342400.0,299,0.9341443777084351
0,134576640.0,329,0.9032312631607056
0,146810880.0,359,0.8953438997268677
0,159045120.0,389,0.8284875750541687
0,171279360.0,419,0.9747388958930969
0,183513600.0,449,0.9275964498519897
0,195747840.0,479,0.9381023645401001
0,207982080.0,509,0.9192753434181213
0,220216320.0,539,0.9553081393241882
0,232450560.0,569,0.8846558332443237
0,244684800.0,599,1.0362799167633057
0,256919040.0,629,0.8944967985153198
0,269153280.0,659,1.0755443572998047
0,281387520.0,689,0.8972400426864624
0,293621760.0,719,1.0947942733764648
0,305856000.0,749,0.955220103263855
0,318090240.0,779,0.8945612907409668
0,330324480.0,809,0.9183217883110046
0,342558720.0,839,0.8738561272621155
0,354792960.0,869,0.8272489309310913
0,367027200.0,899,0.8908895254135132
0,379261440.0,929,0.9535810351371765
0,391495680.0,959,0.9491539001464844
0,403729920.0,989,0.946846067905426
0,415964160.0,1019,0.9723087549209595
0,428198400.0,1049,0.91751629114151
0,440432640.0,1079,0.9201192259788513
0,452666880.0,1109,0.945963978767395
0,464901120.0,1139,0.8793129920959473
0,477135360.0,1169,0.8077605962753296
0,489369600.0,1199,0.8748982548713684
0,501603840.0,1229,0.9239441156387329
0,513838080.0,1259,0.8910622000694275
0,526072320.0,1289,0.9240319728851318
0,538306560.0,1319,0.9687836170196533
0,550540800.0,1349,0.9134976863861084
0,562775040.0,1379,0.9494935870170593
0,575009280.0,1409,0.953819990158081
0,587243520.0,1439,0.9107853174209595
0,599477760.0,1469,0.8485778570175171
0,611712000.0,1499,0.8421961069107056
0,623946240.0,1529,0.9394963979721069
0,636180480.0,1559,0.8866289854049683
0,648414720.0,1589,0.915976881980896
0,660648960.0,1619,0.8496140241622925
0,672883200.0,1649,0.8452985882759094
0,685117440.0,1679,0.8711575269699097
0,697351680.0,1709,0.8654378652572632
0,709585920.0,1739,1.0368963479995728
0,721820160.0,1769,0.8901076316833496
0,734054400.0,1799,0.8771275281906128
0,746288640.0,1829,0.8921037912368774
0,758522880.0,1859,0.825602114200592
0,770757120.0,1889,0.8529125452041626
0,782991360.0,1919,0.9086934924125671
0,795225600.0,1949,0.8571323752403259
0,807459840.0,1979,0.8818067908287048
0,819694080.0,2009,0.9501125812530518
0,831928320.0,2039,0.8477576971054077
