epoch,flops,grad_norm_0,grad_norm_1,grad_norm_2,grad_norm_3,step,train_value_accuracy,train_value_loss
0,446720.0,0.10579174011945724,0.22941559553146362,0.1619054526090622,0.22875960171222687,1,1.0,1.0746116638183594
0,893440.0,0.2228374481201172,0.1955680549144745,0.12508298456668854,0.05708998069167137,3,1.0,1.0733622312545776
0,1340160.0,0.10163543373346329,0.22982150316238403,0.40575435757637024,0.3901955485343933,5,0.0,1.1303378343582153
0,1786880.0,0.10525877773761749,0.19382065534591675,0.11234330385923386,0.17103475332260132,7,1.0,1.0736579895019531
0,2233600.0,0.17987243831157684,0.40158456563949585,0.49125149846076965,0.7139564752578735,9,1.0,1.01332426071167
0,2680320.0,0.21835315227508545,0.4239775836467743,0.5141763687133789,0.42810630798339844,11,0.0,1.1527190208435059
0,3127040.0,0.2321391999721527,0.21076036989688873,0.2687520980834961,0.3484209477901459,13,1.0,1.0115910768508911
0,3573760.0,0.10734833776950836,0.14760194718837738,0.18752770125865936,0.08460445702075958,15,0.0,1.1244210004806519
0,4020480.0,0.21322457492351532,0.40561795234680176,0.56913822889328,0.4692116677761078,17,0.0,1.1858545541763306
0,4467200.0,0.2420729696750641,0.20252582430839539,0.16706395149230957,0.28689044713974,19,1.0,0.9756498336791992
0,4913920.0,0.15511192381381989,0.21783959865570068,0.4085003435611725,0.5133315920829773,21,1.0,0.9869247674942017
0,5360640.0,0.06960289925336838,0.20662416517734528,0.29234614968299866,0.36528879404067993,23,1.0,1.0207796096801758
0,5807360.0,0.15744447708129883,0.24397748708724976,0.3951093256473541,0.41513320803642273,25,1.0,0.867788553237915
0,6254080.0,0.19202980399131775,0.32064929604530334,0.5308501720428467,0.6847804188728333,27,1.0,0.9264410138130188
0,6700800.0,0.2021062970161438,0.2137230634689331,0.3689289689064026,0.41061708331108093,29,1.0,0.8330911993980408
0,7147520.0,0.23199351131916046,0.24226707220077515,0.2725728452205658,0.43626824021339417,31,1.0,0.7656615376472473
0,7594240.0,0.07024888694286346,0.17713746428489685,0.40354782342910767,0.33498358726501465,33,0.0,1.3219404220581055
0,8040960.0,0.09019430726766586,0.27811121940612793,0.2721277177333832,0.3347501754760742,35,1.0,0.9138802886009216
0,8487680.0,0.3124263286590576,0.500137448310852,0.40181317925453186,0.30959782004356384,37,1.0,1.04160475730896
0,8934400.0,0.3732512593269348,0.3716801404953003,0.5390044450759888,0.3361254036426544,39,1.0,0.7068754434585571
0,9381120.0,0.29215317964553833,0.827961266040802,1.321885108947754,1.1539045572280884,41,1.0,0.6983591914176941
0,9827840.0,0.24835564196109772,0.17689472436904907,0.40680834650993347,0.6238608956336975,43,1.0,0.7148366570472717
0,10274560.0,0.4608043134212494,0.39171698689460754,0.3822523057460785,0.31009605526924133,45,1.0,0.8596359491348267
0,10721280.0,0.4573604166507721,0.590847909450531,0.9608743190765381,1.4950339794158936,47,0.0,1.5548561811447144
0,11168000.0,0.022279206663370132,0.3780522346496582,0.3021377623081207,0.25467056035995483,49,1.0,0.6742917895317078
0,11614720.0,0.08279243856668472,0.12778498232364655,0.36542457342147827,0.4655550420284271,51,1.0,0.8504987359046936
0,12061440.0,0.26145777106285095,0.2839157283306122,0.36117926239967346,0.3651450574398041,53,1.0,0.8459820747375488
0,12508160.0,0.37638789415359497,0.4524557888507843,0.3947734832763672,0.40865203738212585,55,1.0,0.9158774614334106
0,12954880.0,0.20637542009353638,0.10578940808773041,0.3692789077758789,0.24003253877162933,57,1.0,0.7727290391921997
0,13401600.0,0.26517051458358765,0.3406418561935425,0.18996670842170715,0.15547685325145721,59,1.0,0.8501932621002197
0,13848320.0,0.1470118761062622,0.35247233510017395,0.4168187081813812,0.36135396361351013,61,0.0,1.3702690601348877
0,14295040.0,0.382663756608963,0.33371227979660034,0.2898441255092621,0.2813485562801361,63,1.0,0.8383623361587524
0,14741760.0,0.45757433772087097,0.3169921636581421,0.45554155111312866,0.7266927361488342,65,0.0,1.2888195514678955
0,15188480.0,0.19802923500537872,0.2941448986530304,0.39224424958229065,0.3764706552028656,67,1.0,0.8570169806480408
0,15635200.0,0.14585499465465546,0.30604416131973267,0.32971563935279846,0.35632050037384033,69,1.0,0.8641172647476196
0,16081920.0,0.250920832157135,0.22745512425899506,0.18180884420871735,0.3672628104686737,71,1.0,0.7159691452980042
0,16528640.0,0.25447094440460205,0.494032084941864,0.35829105973243713,0.4427449703216553,73,1.0,0.8260107636451721
0,16975360.0,0.3733207881450653,0.2881307005882263,0.34548234939575195,0.40450093150138855,75,1.0,0.8339042663574219
0,17422080.0,0.15683513879776,0.1570834517478943,0.2126242220401764,0.16795462369918823,77,1.0,1.005051612854004
0,17868800.0,0.1610371321439743,0.3100804090499878,0.552484393119812,0.6051742434501648,79,1.0,0.9372797012329102
0,18315520.0,0.25775694847106934,0.2817865014076233,0.3417752683162689,0.3875665068626404,81,1.0,0.8558362722396851
0,18762240.0,0.06672998517751694,0.07323885709047318,0.3057229220867157,0.5181364417076111,83,1.0,0.6913486123085022
0,19208960.0,0.10652453452348709,0.06578085571527481,0.2771941125392914,0.4758836328983307,85,1.0,0.6947537064552307
0,19655680.0,0.40814220905303955,0.5319327116012573,0.4216171205043793,0.43129274249076843,87,1.0,0.7858805656433105
0,20102400.0,0.40449127554893494,0.46584415435791016,0.5075709223747253,0.5091937780380249,89,1.0,0.9904931783676147
0,20549120.0,0.4408177137374878,0.47095149755477905,0.4657800495624542,0.42091497778892517,91,1.0,0.7385900020599365
0,20995840.0,0.056424371898174286,0.11102353781461716,0.3094274401664734,0.9373184442520142,93,0.0,1.6421877145767212
0,21442560.0,0.15817660093307495,0.3176705539226532,0.4225843846797943,0.6741411089897156,95,1.0,0.6039840579032898
0,21889280.0,0.45089587569236755,0.4025697410106659,0.49172452092170715,0.8263614177703857,97,0.0,1.3790435791015625
0,22336000.0,0.2961755096912384,0.29128366708755493,0.21310116350650787,0.40913525223731995,99,0.0,1.2746983766555786
0,22782720.0,0.17097310721874237,0.2340570092201233,0.30519843101501465,0.43682265281677246,101,1.0,1.037034511566162
0,23229440.0,0.0180199034512043,0.19040505588054657,0.21118034422397614,0.1723022162914276,103,1.0,1.010317325592041
0,23676160.0,0.12057901173830032,0.3613819479942322,0.4724489450454712,0.39904433488845825,105,0.0,1.3777128458023071
0,24122880.0,0.06681224703788757,0.3128880262374878,0.25485900044441223,0.28313973546028137,107,1.0,0.9158552885055542
0,24569600.0,0.07422639429569244,0.3203737437725067,0.2860662639141083,0.22871509194374084,109,0.0,1.433527946472168
0,25016320.0,0.06237838789820671,0.0987403616309166,0.22170120477676392,0.22624757885932922,111,1.0,0.9328955411911011
0,25463040.0,0.14782017469406128,0.27583247423171997,0.6645492911338806,0.6124937534332275,113,1.0,0.9178591966629028
0,25909760.0,0.26685500144958496,0.3703022301197052,0.5248581767082214,0.7682300806045532,115,1.0,0.6526270508766174
0,26356480.0,0.07627968490123749,0.24950237572193146,0.22826902568340302,0.18844589591026306,117,0.0,1.3988384008407593
0,26803200.0,0.34384530782699585,0.23841820657253265,0.588152289390564,0.6731715202331543,119,0.0,1.3514423370361328
0,27249920.0,0.254947692155838,0.2298315018415451,0.4022446870803833,0.41957888007164,121,1.0,0.9315193891525269
0,27696640.0,0.24079973995685577,0.36440274119377136,0.23289352655410767,0.22794684767723083,123,1.0,0.923827052116394
0,28143360.0,0.15301240980625153,0.17424359917640686,0.25443121790885925,0.25196394324302673,125,1.0,0.9842990636825562
0,28590080.0,0.2571776211261749,0.6407022476196289,0.5056135058403015,0.5147810578346252,127,0.0,1.3643362522125244
0,29036800.0,0.07730649411678314,0.27454590797424316,0.297412633895874,0.31067585945129395,129,1.0,0.8294580578804016
0,29483520.0,0.19816435873508453,0.3026329576969147,0.3920215368270874,0.3953479826450348,131,1.0,0.9581220746040344
0,29930240.0,0.24142935872077942,0.2371518611907959,0.2661605775356293,0.27402228116989136,133,1.0,0.9162530899047852
0,30376960.0,0.06488437950611115,0.2248750925064087,0.4254128038883209,0.491271048784256,135,1.0,0.8614355325698853
0,30823680.0,0.0683450847864151,0.1727200150489807,0.35177141427993774,0.29975590109825134,137,0.0,1.4388097524642944
0,31270400.0,0.2538953721523285,0.3666847050189972,0.33861106634140015,0.3360210061073303,139,0.0,1.37311589717865
0,31717120.0,0.2509378492832184,0.50236976146698,0.5768876075744629,0.7373122572898865,141,1.0,0.7900952100753784
0,32163840.0,0.04701573774218559,0.11680731177330017,0.09710264205932617,0.33455249667167664,143,1.0,0.6449369788169861
0,32610560.0,0.38843610882759094,0.5962867736816406,0.6127858757972717,0.369035929441452,145,1.0,0.6286329627037048
0,33057280.0,0.14630649983882904,0.13731002807617188,0.23843127489089966,0.3458802103996277,147,1.0,0.8018680810928345
0,33504000.0,0.22604934871196747,0.28566524386405945,0.26744791865348816,0.4174896478652954,149,1.0,0.67243492603302
0,33950720.0,0.27834635972976685,0.22339600324630737,0.17685459554195404,0.3817492425441742,151,1.0,0.5672685503959656
0,34397440.0,0.5644525289535522,0.6554635167121887,0.7315080165863037,1.1859347820281982,153,0.0,1.675563097000122
0,34844160.0,0.02195911295711994,0.2833881974220276,0.2509497404098511,0.4981835186481476,155,1.0,0.5613304972648621
0,35290880.0,0.26133933663368225,0.3254772126674652,0.2618807554244995,0.5427242517471313,157,0.0,1.2580006122589111
0,35737600.0,0.26431697607040405,0.3277982175350189,0.5840482115745544,0.8012046217918396,159,1.0,0.6122226119041443
0,36184320.0,0.13224023580551147,0.06892061233520508,0.11024761945009232,0.1157064288854599,161,1.0,0.9180526733398438
0,36631040.0,0.532351016998291,0.7033460140228271,0.8446480631828308,0.895951509475708,163,1.0,0.9680761098861694
0,37077760.0,0.47146689891815186,0.73486328125,0.8100962042808533,0.8224226236343384,165,1.0,0.7710115909576416
0,37524480.0,0.17429675161838531,0.5650426745414734,0.6199640035629272,0.6902602314949036,167,1.0,0.8982200622558594
0,37971200.0,0.027289370074868202,0.06566406786441803,0.14544549584388733,0.6198235154151917,169,0.0,1.6139947175979614
0,38417920.0,0.2698097825050354,0.2668607234954834,0.5296332240104675,0.7808964848518372,171,1.0,0.5219776034355164
0,38864640.0,0.4396055042743683,0.576346755027771,0.5773719549179077,0.859322190284729,173,0.0,1.573216199874878
0,39311360.0,0.18573512136936188,0.353941947221756,0.36158427596092224,0.6250815987586975,175,1.0,0.5458367466926575
0,39758080.0,0.1489032506942749,0.3420489728450775,0.29330888390541077,0.518215537071228,177,0.0,1.5258311033248901
0,40204800.0,0.2616789937019348,0.24309390783309937,0.1585102528333664,0.3294890522956848,179,1.0,0.6325408220291138
0,40651520.0,0.005105206742882729,0.2580798864364624,0.2574828863143921,0.3647593557834625,181,1.0,0.7503647208213806
0,41098240.0,0.2641959488391876,0.42589011788368225,0.4194629490375519,0.4023095369338989,183,1.0,0.6455060243606567
0,41544960.0,0.15509521961212158,0.4081666171550751,0.3960592448711395,0.2907008230686188,185,1.0,0.7086392641067505
0,41991680.0,0.25533390045166016,0.27597635984420776,0.23386748135089874,0.3974170386791229,187,1.0,1.082718014717102
0,42438400.0,0.3564133942127228,0.26716235280036926,0.3815264403820038,0.7549086213111877,189,0.0,1.5279479026794434
0,42885120.0,0.38684314489364624,0.38367941975593567,0.1797797679901123,0.1505429744720459,191,1.0,0.6792845726013184
0,43331840.0,0.06065966188907623,0.17974169552326202,0.23101702332496643,0.4484948515892029,193,1.0,0.6667017936706543
0,43778560.0,0.05794891342520714,0.2493102252483368,0.3850077688694,0.3432476222515106,195,0.0,1.4482187032699585
0,44225280.0,0.33314305543899536,0.3211975693702698,0.28851667046546936,0.2138410210609436,197,1.0,0.9939632415771484
0,44672000.0,0.10418787598609924,0.11420806497335434,0.09936906397342682,0.21371880173683167,199,1.0,0.7395111322402954
0,45118720.0,0.10246004909276962,0.13094140589237213,0.17192527651786804,0.20034721493721008,201,0.0,1.4307540655136108
0,45565440.0,0.096674844622612,0.18430037796497345,0.2181422859430313,0.1305585503578186,203,1.0,0.9274182319641113
0,46012160.0,0.23155587911605835,0.4829797148704529,0.8291299343109131,0.7933505773544312,205,1.0,0.8765763640403748
0,46458880.0,0.06729011237621307,0.19017426669597626,0.1914096623659134,0.2305465042591095,207,1.0,0.6714252233505249
0,46905600.0,0.22834289073944092,0.22047944366931915,0.2512449026107788,0.38247033953666687,209,1.0,0.7892624139785767
0,47352320.0,0.36711496114730835,0.4884626269340515,0.427752286195755,0.396034300327301,211,1.0,0.9606866836547852
0,47799040.0,0.13611339032649994,0.20474031567573547,0.371595174074173,0.17099528014659882,213,0.0,1.325419545173645
0,48245760.0,0.1982598453760147,0.2534900903701782,0.46191591024398804,0.6040722131729126,215,1.0,0.7766245603561401
0,48692480.0,0.43317967653274536,0.5799731016159058,0.5805053114891052,0.5385751128196716,217,1.0,0.9017361402511597
0,49139200.0,0.22847731411457062,0.4692077040672302,0.6834623217582703,0.7687935829162598,219,1.0,0.8877806663513184
