epoch,flops,step,train_value_loss
0,119992320.0,29,0.9945615530014038
0,239984640.0,59,0.9396412968635559
0,359976960.0,89,0.973279595375061
0,479969280.0,119,0.9783358573913574
0,599961600.0,149,1.013777256011963
0,719953920.0,179,0.9778504371643066
0,839946240.0,209,0.9005926847457886
0,959938560.0,239,0.9822419285774231
0,1079930880.0,269,0.9731287956237793
0,1199923200.0,299,0.9287678003311157
0,1319915520.0,329,0.8876386880874634
0,1439907840.0,359,0.8389347791671753
0,1559900160.0,389,0.8217259645462036
0,1679892480.0,419,0.9071293473243713
0,1799884800.0,449,0.868893027305603
0,1919877120.0,479,0.856955885887146
0,2039869440.0,509,0.9265110492706299
0,2159861760.0,539,0.9268732666969299
0,2279854080.0,569,0.8428005576133728
0,2399846400.0,599,0.989669919013977
0,2519838720.0,629,0.8134461045265198
0,2639831040.0,659,1.0448063611984253
0,2759823360.0,689,0.8773707747459412
0,2879815680.0,719,0.9979790449142456
0,2999808000.0,749,0.8577152490615845
0,3119800320.0,779,0.7385316491127014
0,3239792640.0,809,0.8496150374412537
0,3359784960.0,839,0.892166018486023
0,3479777280.0,869,0.8772456049919128
0,3599769600.0,899,0.7943930625915527
0,3719761920.0,929,0.8213446736335754
0,3839754240.0,959,0.8674580454826355
0,3959746560.0,989,0.9187686443328857
0,4079738880.0,1019,0.8006459474563599
0,4199731200.0,1049,0.8665124177932739
0,4319723520.0,1079,0.8588889241218567
0,4439715840.0,1109,0.8338783979415894
0,4559708160.0,1139,0.7288771867752075
0,4679700480.0,1169,0.79255211353302
0,4799692800.0,1199,0.7523752450942993
0,4919685120.0,1229,0.856011152267456
0,5039677440.0,1259,0.907188892364502
0,5159669760.0,1289,0.7956281900405884
0,5279662080.0,1319,0.950334370136261
0,5399654400.0,1349,0.7791604995727539
0,5519646720.0,1379,0.8716779351234436
0,5639639040.0,1409,0.9415257573127747
0,5759631360.0,1439,0.9319623708724976
0,5879623680.0,1469,0.7916092872619629
0,5999616000.0,1499,0.7436531782150269
0,6119608320.0,1529,0.9544729590415955
0,6239600640.0,1559,0.766065239906311
0,6359592960.0,1589,0.9352481365203857
0,6479585280.0,1619,0.7802722454071045
0,6599577600.0,1649,0.820489764213562
0,6719569920.0,1679,0.7165969610214233
0,6839562240.0,1709,0.7981308698654175
0,6959554560.0,1739,0.963026225566864
0,7079546880.0,1769,0.8337714672088623
0,7199539200.0,1799,0.829954981803894
0,7319531520.0,1829,0.809127151966095
0,7439523840.0,1859,0.8266178965568542
0,7559516160.0,1889,0.8277536034584045
0,7679508480.0,1919,0.8465766906738281
0,7799500800.0,1949,0.8032296895980835
0,7919493120.0,1979,0.9086353778839111
0,8039485440.0,2009,0.9063305258750916
0,8159477760.0,2039,0.7851853370666504
0,8279470080.0,2069,0.7848789691925049
0,8399462400.0,2099,0.8065993189811707
0,8519454720.0,2129,0.760029673576355
0,8639447040.0,2159,0.9746074080467224
0,8759439360.0,2189,0.8700158596038818
0,8879431680.0,2219,0.8005391955375671
0,8999424000.0,2249,0.8036133050918579
0,9119416320.0,2279,0.8170322775840759
0,9239408640.0,2309,0.876514732837677
0,9359400960.0,2339,0.9285941123962402
0,9479393280.0,2369,0.8390112519264221
0,9599385600.0,2399,0.8379182815551758
0,9719377920.0,2429,0.8811676502227783
